language,term,translation,parent,tags
English,anatomist,anatomy,,5k
English,anatomists,anatomy,,5k
English,anecdote,,,5k
English,anecdotal,anecdote,,5k
English,anecdotes,anecdote,,5k
English,angler,,,5k
English,anglers,angler,,5k
English,anguish,,,5k
English,anguished,anguish,,5k
English,anguishes,anguish,,5k
English,anguishing,anguish,,5k
English,anomaly,,,5k
English,anomalies,anomaly,,5k
English,anomalous,anomaly,,5k
English,anomalously,anomaly,,5k
English,ant,,,5k
English,ants,ant,,5k
English,antibiotic,,,5k
English,antibiotics,antibiotic,,5k
English,antibody,,,5k
English,antibodies,antibody,,5k
English,appal,,,5k
English,appalled,appal,,5k
English,appalling,appal,,5k
English,appallingly,appal,,5k
English,appals,appal,,5k
English,apparatus,,,5k
English,apparatuses,apparatus,,5k
English,appendix,,,5k
English,appendices,appendix,,5k
English,appendixes,appendix,,5k
English,appetite,,,5k
English,appetites,appetite,,5k
English,applaud,,,5k
English,applauded,applaud,,5k
English,applauder,applaud,,5k
English,applauders,applaud,,5k
English,applauding,applaud,,5k
English,applauds,applaud,,5k
English,applause,,,5k
English,appliance,,,5k
English,appliances,appliance,,5k
English,apprehend,,,5k
English,apprehended,apprehend,,5k
English,apprehending,apprehend,,5k
English,apprehends,apprehend,,5k
English,apprehension,apprehend,,5k
English,apprehensions,apprehend,,5k
English,misapprehend,apprehend,,5k
English,misapprehends,apprehend,,5k
English,misapprehension,apprehend,,5k
English,misapprehensions,apprehend,,5k
English,apprentice,,,5k
English,apprenticed,apprentice,,5k
English,apprentices,apprentice,,5k
English,apprenticeship,apprentice,,5k
English,apprenticeships,apprentice,,5k
English,appropriated,,,5k
English,appropriates,appropriated,,5k
English,appropriating,appropriated,,5k
English,appropriation,appropriated,,5k
English,appropriations,appropriated,,5k
English,apt,,,5k
English,apter,apt,,5k
English,aptest,apt,,5k
English,aptly,apt,,5k
English,aptness,apt,,5k
English,inapt,apt,,5k
English,inaptly,apt,,5k
English,inaptness,apt,,5k
English,aquarium,,,5k
English,aquariums,aquarium,,5k
English,arbitrary,,,5k
English,arbitrarily,arbitrary,,5k
English,arbitrariness,arbitrary,,5k
English,arbitrate,,,5k
English,arbitrated,arbitrate,,5k
English,arbitrates,arbitrate,,5k
English,arbitrating,arbitrate,,5k
English,arbitration,arbitrate,,5k
English,arbitrations,arbitrate,,5k
English,arbitrator,arbitrate,,5k
English,arbitrators,arbitrate,,5k
English,arc,,,5k
English,arced,arc,,5k
English,arcing,arc,,5k
English,arcs,arc,,5k
English,arctic,,,5k
English,subarctic,arctic,,5k
English,artery,,,5k
English,arterial,artery,,5k
English,arteries,artery,,5k
English,artillery,,,5k
English,artilleries,artillery,,5k
English,ascend,,,5k
English,ascendance,ascend,,5k
English,ascendances,ascend,,5k
English,ascendancies,ascend,,5k
English,ascendancy,ascend,,5k
English,ascendency,ascend,,5k
English,ascendant,ascend,,5k
English,ascendants,ascend,,5k
English,ascended,ascend,,5k
English,ascendent,ascend,,5k
English,ascending,ascend,,5k
English,ascends,ascend,,5k
English,ass,,,5k
English,asses,ass,,5k
English,assimilate,,,5k
English,assimilated,assimilate,,5k
English,assimilates,assimilate,,5k
English,assimilating,assimilate,,5k
English,assimilation,assimilate,,5k
English,asthma,,,5k
English,asthmatic,asthma,,5k
English,asthmatically,asthma,,5k
English,asthmatics,asthma,,5k
English,asylum,,,5k
English,asylums,asylum,,5k
English,audible,,,5k
English,audibly,audible,,5k
English,inaudible,audible,,5k
English,inaudibly,audible,,5k
English,authoritarian,,,5k
English,authoritarianism,authoritarian,,5k
English,authoritarians,authoritarian,,5k
English,autobiography,,,5k
English,autobiographical,autobiography,,5k
English,autobiographically,autobiography,,5k
English,autobiographies,autobiography,,5k
English,automate,,,5k
English,automated,automate,,5k
English,automates,automate,,5k
English,automating,automate,,5k
English,automation,automate,,5k
English,autonomous,,,5k
English,autonomously,autonomous,,5k
English,aviation,,,5k
English,awe,,,5k
English,awed,awe,,5k
English,aweing,awe,,5k
English,awes,awe,,5k
English,awing,awe,,5k
English,axis,,,5k
English,badge,,,5k
English,badges,badge,,5k
English,bail,,,5k
English,bailed,bail,,5k
English,bailing,bail,,5k
English,bails,bail,,5k
English,bait,,,5k
English,baited,bait,,5k
English,baiting,bait,,5k
English,baits,bait,,5k
English,balcony,,,5k
English,balconies,balcony,,5k
English,bald,,,5k
English,balder,bald,,5k
English,baldest,bald,,5k
English,balding,bald,,5k
English,baldly,bald,,5k
English,baldness,bald,,5k
English,banner,,,5k
English,banners,banner,,5k
English,baptist,,,5k
English,baptistery,baptist,,5k
English,baptists,baptist,,5k
English,baron,,,5k
English,baroness,baron,,5k
English,baronesses,baron,,5k
English,baronial,baron,,5k
English,barons,baron,,5k
English,barony,baron,,5k
English,basketball,,,5k
English,basketballs,basketball,,5k
English,batch,,,5k
English,batches,batch,,5k
English,battalion,,,5k
English,battalions,battalion,,5k
English,beloved,,,5k
English,beneficiary,,,5k
English,beneficiaries,beneficiary,,5k
English,beta,,,5k
English,betas,beta,,5k
English,bewilder,,,5k
English,bewildered,bewilder,,5k
English,bewildering,bewilder,,5k
English,bewilderingly,bewilder,,5k
English,bewilderment,bewilder,,5k
English,bewilders,bewilder,,5k
English,bilateral,,,5k
English,bilaterally,bilateral,,5k
English,binoculars,,,5k
English,binocular,binoculars,,5k
English,bleak,,,5k
English,bleaker,bleak,,5k
English,bleakest,bleak,,5k
English,bleakly,bleak,,5k
English,bleakness,bleak,,5k
English,blockade,,,5k
English,blockaded,blockade,,5k
English,blockades,blockade,,5k
English,blockading,blockade,,5k
English,blossom,,,5k
English,blossomed,blossom,,5k
English,blossoming,blossom,,5k
English,blossoms,blossom,,5k
English,blouse,,,5k
English,blouses,blouse,,5k
English,blunt,,,5k
English,blunted,blunt,,5k
English,blunter,blunt,,5k
English,bluntest,blunt,,5k
English,blunting,blunt,,5k
English,bluntly,blunt,,5k
English,bluntness,blunt,,5k
English,blunts,blunt,,5k
English,blush,,,5k
English,blushed,blush,,5k
English,blusher,blush,,5k
English,blushers,blush,,5k
English,blushes,blush,,5k
English,blushing,blush,,5k
English,blushingly,blush,,5k
English,botany,,,5k
English,botanic,botany,,5k
English,botanical,botany,,5k
English,botanically,botany,,5k
English,botanist,botany,,5k
English,botanists,botany,,5k
English,bourgeois,,,5k
English,bourgeoisie,bourgeois,,5k
English,bourgeoisies,bourgeois,,5k
English,bout,,,5k
English,bouts,bout,,5k
English,bowel,,,5k
English,bowels,bowel,,5k
English,boycott,,,5k
English,boycotted,boycott,,5k
English,boycotter,boycott,,5k
English,boycotters,boycott,,5k
English,boycotting,boycott,,5k
English,boycotts,boycott,,5k
English,brace,,,5k
English,braced,brace,,5k
English,braces,brace,,5k
English,bracing,brace,,5k
English,bracket,,,5k
English,bracketed,bracket,,5k
English,bracketing,bracket,,5k
English,brackets,bracket,,5k
English,bribe,,,5k
English,bribed,bribe,,5k
English,bribery,bribe,,5k
English,bribes,bribe,,5k
English,bribing,bribe,,5k
English,brigade,,,5k
English,brigades,brigade,,5k
English,brisk,,,5k
English,brisker,brisk,,5k
English,briskest,brisk,,5k
English,briskly,brisk,,5k
English,briskness,brisk,,5k
English,brochure,,,5k
English,brochures,brochure,,5k
English,brow,,,5k
English,brows,brow,,5k
English,buckle,,,5k
English,buckled,buckle,,5k
English,buckler,buckle,,5k
English,bucklers,buckle,,5k
English,buckles,buckle,,5k
English,buckling,buckle,,5k
English,unbuckle,buckle,,5k
English,unbuckled,buckle,,5k
English,unbuckles,buckle,,5k
English,unbuckling,buckle,,5k
English,bud,,,5k
English,budded,bud,,5k
English,budding,bud,,5k
English,buds,bud,,5k
English,buffer,,,5k
English,buffered,buffer,,5k
English,buffering,buffer,,5k
English,buffers,buffer,,5k
English,bulge,,,5k
English,bulged,bulge,,5k
English,bulges,bulge,,5k
English,bulging,bulge,,5k
English,bulletin,,,5k
English,bulletins,bulletin,,5k
English,burgle,,,5k
English,burglar,burgle,,5k
English,burglaries,burgle,,5k
English,burglarize,burgle,,5k
English,burglarized,burgle,,5k
English,burglarizes,burgle,,5k
English,burglarizing,burgle,,5k
English,burglars,burgle,,5k
English,burglary,burgle,,5k
English,burgled,burgle,,5k
English,burgles,burgle,,5k
English,burgling,burgle,,5k
English,bust,,,5k
English,bustier,bust,,5k
English,bustiest,bust,,5k
English,busts,bust,,5k
English,busty,bust,,5k
English,butcher,,,5k
English,butchered,butcher,,5k
English,butchering,butcher,,5k
English,butchers,butcher,,5k
English,butchery,butcher,,5k
English,butt,,,5k
English,butted,butt,,5k
English,butting,butt,,5k
English,butts,butt,,5k
English,bypass,,,5k
English,bypassed,bypass,,5k
English,bypasses,bypass,,5k
English,bypassing,bypass,,5k
English,calf,,,5k
English,calve,calf,,5k
English,calved,calf,,5k
English,calves,calf,,5k
English,calving,calf,,5k
English,candy,,,5k
English,candied,candy,,5k
English,candies,candy,,5k
English,candying,candy,,5k
English,cane,,,5k
English,caned,cane,,5k
English,canes,cane,,5k
English,caning,cane,,5k
English,cannon,,,5k
English,cannoned,cannon,,5k
English,cannoning,cannon,,5k
English,cannons,cannon,,5k
English,captive,,,5k
English,captives,captive,,5k
English,captivities,captive,,5k
English,captivity,captive,,5k
English,carbohydrate,,,5k
English,carbohydrates,carbohydrate,,5k
English,cardboard,,,5k
English,cardinal,,,5k
English,cardinally,cardinal,,5k
English,cardinals,cardinal,,5k
English,cassette,,,5k
English,cassettes,cassette,,5k
English,catastrophe,,,5k
English,catastrophes,catastrophe,,5k
English,catastrophic,catastrophe,,5k
English,catastrophically,catastrophe,,5k
English,causal,,,5k
English,causalities,causal,,5k
English,causality,causal,,5k
English,causally,causal,,5k
English,cellar,,,5k
English,cellars,cellar,,5k
English,cellular,,,5k
English,extracellular,cellular,,5k
English,intercellular,cellular,,5k
English,intracellular,cellular,,5k
English,cement,,,5k
English,cementation,cement,,5k
English,cementations,cement,,5k
English,cemented,cement,,5k
English,cementing,cement,,5k
English,cements,cement,,5k
English,ceramic,,,5k
English,ceramicist,ceramic,,5k
English,ceramicists,ceramic,,5k
English,ceramics,ceramic,,5k
English,cereal,,,5k
English,cereals,cereal,,5k
English,chalk,,,5k
English,chalked,chalk,,5k
English,chalkier,chalk,,5k
English,chalkiest,chalk,,5k
English,chalkiness,chalk,,5k
English,chalking,chalk,,5k
English,chalks,chalk,,5k
English,chalky,chalk,,5k
English,chant,,,5k
English,chanted,chant,,5k
English,chanter,chant,,5k
English,chanters,chant,,5k
English,chanting,chant,,5k
English,chants,chant,,5k
English,chap,,,5k
English,chappie,chap,,5k
English,chappies,chap,,5k
English,chappy,chap,,5k
English,chaps,chap,,5k
English,charitable,,,5k
English,charitableness,charitable,,5k
English,charitably,charitable,,5k
English,uncharitable,charitable,,5k
English,uncharitably,charitable,,5k
English,chatter,,,5k
English,chattered,chatter,,5k
English,chatterer,chatter,,5k
English,chatterers,chatter,,5k
English,chattering,chatter,,5k
English,chatters,chatter,,5k
English,chemist,,,5k
English,chemists,chemist,,5k
English,cherry,,,5k
English,cherries,cherry,,5k
English,chimney,,,5k
English,chimneys,chimney,,5k
English,chord,,,5k
English,chordal,chord,,5k
English,chords,chord,,5k
English,chorus,,,5k
English,chorused,chorus,,5k
English,choruses,chorus,,5k
English,chorusing,chorus,,5k
English,chuck,,,5k
English,chucked,chuck,,5k
English,chucking,chuck,,5k
English,chucks,chuck,,5k
English,chuckle,,,5k
English,chuckled,chuckle,,5k
English,chuckler,chuckle,,5k
English,chuckles,chuckle,,5k
English,chuckling,chuckle,,5k
English,cigar,,,5k
English,cigars,cigar,,5k
English,circus,,,5k
English,circuses,circus,,5k
English,clamp,,,5k
English,clamped,clamp,,5k
English,clamping,clamp,,5k
English,clamps,clamp,,5k
English,clan,,,5k
English,clannish,clan,,5k
English,clans,clan,,5k
English,clap,,,5k
English,clapped,clap,,5k
English,clapper,clap,,5k
English,clappers,clap,,5k
English,clapping,clap,,5k
English,claps,clap,,5k
English,clasp,,,5k
English,clasped,clasp,,5k
English,clasping,clasp,,5k
English,clasps,clasp,,5k
English,unclasp,clasp,,5k
English,unclasped,clasp,,5k
English,unclasping,clasp,,5k
English,unclasps,clasp,,5k
English,claw,,,5k
English,clawed,claw,,5k
English,clawing,claw,,5k
English,claws,claw,,5k
English,cleanse,,,5k
English,cleansed,cleanse,,5k
English,cleanser,cleanse,,5k
English,cleansers,cleanse,,5k
English,cleanses,cleanse,,5k
English,cleansing,cleanse,,5k
English,cleansings,cleanse,,5k
English,clench,,,5k
English,clenched,clench,,5k
English,clenches,clench,,5k
English,clenching,clench,,5k
English,unclenched,clench,,5k
English,clergy,,,5k
English,clergies,clergy,,5k
English,cloak,,,5k
English,cloaked,cloak,,5k
English,cloaks,cloak,,5k
English,clown,,,5k
English,clowned,clown,,5k
English,clowning,clown,,5k
English,clownish,clown,,5k
English,clownishly,clown,,5k
English,clownishness,clown,,5k
English,clowns,clown,,5k
English,coarse,,,5k
English,coarsely,coarse,,5k
English,coarsen,coarse,,5k
English,coarsened,coarse,,5k
English,coarseness,coarse,,5k
English,coarsening,coarse,,5k
English,coarsens,coarse,,5k
English,coarser,coarse,,5k
English,coarsest,coarse,,5k
English,cocaine,,,5k
English,cock,,,5k
English,cocked,cock,,5k
English,cockier,cock,,5k
English,cockiest,cock,,5k
English,cockily,cock,,5k
English,cockiness,cock,,5k
English,cocking,cock,,5k
English,cocks,cock,,5k
English,cocky,cock,,5k
English,cocktail,,,5k
English,cocktails,cocktail,,5k
English,coefficient,,,5k
English,coefficients,coefficient,,5k
English,coerce,,,5k
English,coerced,coerce,,5k
English,coercer,coerce,,5k
English,coercers,coerce,,5k
English,coerces,coerce,,5k
English,coercing,coerce,,5k
English,coercion,coerce,,5k
English,coercive,coerce,,5k
English,coercively,coerce,,5k
English,coil,,,5k
English,coiled,coil,,5k
English,coiling,coil,,5k
English,coils,coil,,5k
English,uncoil,coil,,5k
English,uncoiled,coil,,5k
English,uncoiling,coil,,5k
English,uncoils,coil,,5k
English,coke,,,5k
English,coked,coke,,5k
English,cokes,coke,,5k
English,coking,coke,,5k
English,collision,,,5k
English,collisions,collision,,5k
English,comb,,,5k
English,combed,comb,,5k
English,combing,comb,,5k
English,combs,comb,,5k
English,commemorate,,,5k
English,commemorated,commemorate,,5k
English,commemorates,commemorate,,5k
English,commemorating,commemorate,,5k
English,commemoration,commemorate,,5k
English,commemorations,commemorate,,5k
English,commemorative,commemorate,,5k
English,commence,,,5k
English,commenced,commence,,5k
English,commencement,commence,,5k
English,commences,commence,,5k
English,commencing,commence,,5k
English,recommence,commence,,5k
English,recommenced,commence,,5k
English,recommencement,commence,,5k
English,recommencements,commence,,5k
English,recommences,commence,,5k
English,recommencing,commence,,5k
English,commend,,,5k
English,commendable,commend,,5k
English,commendably,commend,,5k
English,commendation,commend,,5k
English,commendations,commend,,5k
English,commendatory,commend,,5k
English,commended,commend,,5k
English,commending,commend,,5k
English,commends,commend,,5k
English,commonwealth,,,5k
English,commonwealths,commonwealth,,5k
English,communal,,,5k
English,communally,communal,,5k
English,communism,,,5k
English,compartment,,,5k
English,compartmental,compartment,,5k
English,compartmentalisation,compartment,,5k
English,compartmentalise,compartment,,5k
